tconst	averageRating	numVotes
tt0008565	6.4	21
tt0008571	6.6	94
tt0008579	5.3	24
tt0008599	6.0	10
tt0008605	4.7	43
tt0008608	6.5	39
tt0008614	7.9	14
tt0008620	5.0	11
tt0008623	7.2	23
tt0008628	5.7	49
tt0008634	6.3	544
tt0008636	4.5	18
tt0008638	3.3	18
tt0008639	5.6	145
tt0008651	3.6	22
tt0008652	6.0	143
tt0008657	5.8	27
tt0008658	4.2	21
tt0008662	5.7	53
tt0008663	7.3	1943
tt0008666	6.6	18
tt0008670	5.4	68
tt0008672	5.9	220
tt0008679	4.9	505
tt0008687	6.2	172
tt0008688	7.7	138
tt0008690	5.7	55
tt0008692	5.6	43
tt0008696	6.5	27
tt0008698	6.1	23
tt0008706	6.4	22
tt0008710	6.7	213
tt0008720	5.5	16
tt0008723	6.5	76
tt0008725	5.8	43
tt0008730	6.4	41
tt0008735	6.2	43
tt0008742	8.0	24
tt0008745	3.9	21
tt0008753	6.6	16
tt0008759	5.6	16
tt0008761	3.2	23
tt0008764	5.8	56
tt0008775	6.5	633
tt0008783	6.3	48
tt0008784	6.0	16
tt0008786	6.3	96
tt0008787	8.2	18
tt0008797	6.2	23
tt0008800	6.8	117
tt0008804	4.1	22
tt0008806	4.3	19
tt0008807	6.6	93
tt0008808	5.4	20
tt0008810	4.6	30
tt0008811	5.1	196
tt0008817	1.4	20
tt0008821	2.5	18
tt0008822	6.0	92
tt0008825	5.8	24
tt0008826	5.5	51
tt0008827	6.1	801
tt0008832	5.1	21
tt0008836	5.8	35
tt0008843	5.8	161
tt0008844	6.2	331
tt0008845	5.2	23
tt0008848	4.6	55
tt0008854	5.4	648
tt0008855	5.6	12
tt0008860	5.2	43
tt0008865	6.3	20
tt0008866	5.5	51
tt0008874	6.7	1251
tt0008876	7.0	53
tt0008879	7.2	1836
tt0008882	7.3	25
tt0008884	6.5	167
tt0008891	6.9	908
tt0008892	6.0	106
tt0008895	5.6	46
tt0008899	6.6	77
tt0008901	5.7	48
tt0008902	7.1	17
tt0008903	6.1	15
tt0008905	5.2	20
tt0008906	4.7	14
tt0008907	5.4	1078
tt0008918	6.6	32
tt0008919	6.2	24
tt0008923	5.4	35
tt0008930	5.9	161
tt0008933	6.4	19
tt0008939	8.2	40
tt0008947	2.1	13
tt0008950	5.9	355
tt0008951	5.4	19
tt0008952	7.3	25
tt0008955	8.4	111
tt0008957	4.6	35
tt0008961	6.0	225
tt0008972	6.7	22
tt0008975	6.6	1594
tt0008978	4.8	85
tt0008979	7.6	16
tt0008983	3.8	19
tt0008984	7.3	49
tt0008990	6.6	23
tt0008998	7.4	19
tt0009014	5.9	188
tt0009015	4.9	97
tt0009017	7.7	37
tt0009018	7.7	8496
tt0009020	7.4	20
tt0009026	6.3	118
tt0009045	5.6	111
tt0009046	6.2	18
tt0009047	6.7	43
tt0009051	6.2	21
tt0009062	6.1	581
tt0009063	7.1	21
tt0009071	5.5	82
tt0009079	6.8	42
tt0009082	5.9	37
tt0009086	5.5	311
tt0009088	5.9	138
tt0009089	5.7	13
tt0009092	5.0	13
tt0009096	5.8	33
tt0009099	6.4	156
tt0009104	6.7	63
tt0009105	6.0	311
tt0009109	6.4	113
tt0009123	6.0	1116
tt0009125	4.5	36
tt0009128	6.6	21
tt0009130	6.7	69
tt0009131	2.1	19
tt0009133	6.8	83
tt0009136	6.9	28
tt0009137	7.3	26
tt0009142	6.2	63
tt0009144	5.4	55
tt0009145	5.8	98
tt0009150	6.6	997
tt0009153	6.0	272
tt0009170	5.5	12
tt0009171	6.1	158
tt0009176	7.0	10
tt0009179	5.5	45
tt0009185	5.9	16
tt0009193	5.9	19
tt0009198	5.3	16
tt0009204	6.8	27
tt0009205	7.6	22
tt0009209	6.5	31
tt0009212	6.0	20
tt0009214	5.8	86
tt0009220	7.1	15
tt0009233	5.4	24
tt0009234	5.6	29
tt0009240	5.9	43
tt0009241	5.8	630
tt0009246	5.7	298
tt0009247	4.3	20
tt0009249	4.0	20
tt0009252	6.4	38
tt0009257	6.0	17
tt0009259	4.2	13
tt0009273	6.5	82
tt0009278	7.0	18
tt0009279	5.4	20
tt0009286	3.8	10
tt0009289	7.4	17
tt0009302	7.4	23
tt0009304	5.1	24
tt0009305	6.1	24
tt0009306	6.9	63
tt0009309	6.8	53
tt0009316	6.5	187
tt0009322	4.2	23
tt0009325	6.0	31
tt0009326	6.5	146
tt0009334	6.6	18
tt0009337	5.8	9
tt0009356	5.4	661
tt0009358	6.3	16
tt0009359	5.4	31
tt0009369	6.1	1120
tt0009376	7.0	18
tt0009389	5.8	762
tt0009400	7.0	73
tt0009405	6.3	43
tt0009406	5.9	50
tt0009415	5.8	18
tt0009416	4.6	19
tt0009419	5.3	24
tt0009420	6.2	41
tt0009423	6.1	15
tt0009425	7.3	18
tt0009430	4.7	15
tt0009431	5.9	11
tt0009434	5.7	274
tt0009436	7.4	23
tt0009440	6.3	218
tt0009445	8.4	32
tt0009454	6.5	16
tt0009466	6.4	1045
tt0009469	8.4	14
tt0009470	6.6	19
tt0009471	5.7	13
tt0009475	5.2	518
tt0009480	6.6	21
tt0009483	6.9	13
tt0009492	7.4	28
tt0009494	4.4	43
tt0009502	8.4	13
tt0009522	5.7	122
tt0009523	6.8	21
tt0009527	7.4	21
tt0009544	8.3	34
tt0009546	5.3	29
tt0009547	7.0	9
tt0009549	7.1	18
tt0009550	6.8	60
tt0009551	7.8	15
tt0009552	6.4	15
tt0009554	6.0	19
tt0009557	5.2	12
tt0009558	4.6	49
tt0009559	6.3	396
tt0009560	6.5	50
tt0009561	6.0	18
tt0009563	4.5	40
tt0009568	6.8	48
tt0009573	6.3	43
tt0009575	7.6	22
tt0009578	2.6	21
tt0009580	3.9	41
tt0009587	4.4	16
tt0009588	4.1	16
tt0009596	5.2	20
tt0009600	5.7	22
tt0009603	5.5	13
tt0009604	5.8	12
tt0009608	5.5	739
tt0009610	6.5	18
tt0009611	7.3	6739
tt0009619	7.7	18
tt0009620	6.9	1152
tt0009622	4.6	21
tt0009629	5.4	117
tt0009630	6.9	23
tt0009631	5.3	43
tt0009637	7.6	19
tt0009650	5.9	40
tt0009651	6.4	34
tt0009652	6.9	1470
tt0009659	6.3	24
tt0009666	6.3	16
tt0009676	6.3	34
tt0009677	6.8	24
tt0009678	6.5	518
tt0009682	5.8	818
tt0009689	6.2	73
tt0009690	4.3	44
tt0009694	6.3	107
tt0009696	4.3	44
tt0009700	5.0	17
tt0009701	7.0	371
tt0009702	5.8	22
tt0009720	7.0	13
tt0009721	6.7	26
tt0009732	5.6	303
tt0009737	6.0	131
tt0009750	4.3	22
tt0009754	4.4	21
tt0009757	6.8	51
tt0009764	6.1	29
tt0009765	5.1	51
tt0009766	5.4	24
tt0009771	4.6	27
tt0009789	6.1	15
tt0009790	5.8	14
tt0009796	6.7	315
tt0009801	6.5	13
tt0009803	5.2	15
tt0009806	6.3	83
tt0009811	4.6	46
tt0009825	6.0	38
tt0009827	5.9	23
tt0009829	5.4	27
tt0009833	5.1	23
tt0009837	4.5	61
tt0009842	6.5	20
tt0009843	6.4	14
tt0009851	9.4	13
tt0009853	5.5	34
tt0009856	8.2	12
tt0009857	3.7	18
tt0009858	6.6	37
tt0009859	4.9	64
tt0009861	1.0	18
tt0009878	7.0	1294
tt0009879	7.1	76
tt0009887	6.9	1107
tt0009890	4.9	17
tt0009892	5.6	1153
tt0009893	7.2	1937
tt0009894	7.0	210
tt0009899	6.6	1228
tt0009900	6.2	929
tt0009903	3.9	55
tt0009905	7.2	88
tt0009915	7.2	295
tt0009916	6.2	10
tt0009918	7.7	61
tt0009922	4.9	16
tt0009927	5.3	24
tt0009932	6.0	828
tt0009936	5.9	27
tt0009937	6.9	1537
tt0009944	5.2	21
tt0009946	6.4	53
tt0009949	5.9	46
tt0009950	5.2	54
tt0009960	6.9	19
tt0009968	7.3	10224
tt0009969	6.4	150
tt0009972	6.0	19
tt0009973	6.9	1218
tt0009975	5.6	21
tt0009976	6.0	711
tt0009977	5.5	158
tt0009978	4.9	85
tt0009986	6.4	419
tt0009987	6.6	16
tt0009989	6.7	23
tt0009991	6.1	21
tt0009996	5.9	437
tt0010002	5.0	16
tt0010006	4.7	75
tt0010008	8.1	48
tt0010010	7.3	17
tt0010013	6.8	77
tt0010023	5.6	63
tt0010032	6.3	17
tt0010040	6.6	1411
tt0010043	5.7	11
tt0010045	5.5	58
tt0010049	7.9	49
tt0010057	6.6	3244
tt0010058	6.2	26
tt0010059	7.1	18
tt0010060	6.2	866
tt0010061	6.8	70
tt0010063	5.2	10
tt0010071	6.6	1215
tt0010072	5.6	204
tt0010087	5.1	17
tt0010089	7.7	12
tt0010102	5.6	27
tt0010103	5.8	681
tt0010108	6.8	164
tt0010112	5.9	95
tt0010113	6.2	49
tt0010114	5.4	21
tt0010119	4.3	57
tt0010120	3.9	38
tt0010128	5.7	70
tt0010131	5.4	15
tt0010133	4.2	20
tt0010134	4.8	18
tt0010137	6.0	738
tt0010146	6.9	1032
tt0010155	6.7	1341
tt0010158	5.7	20
tt0010162	6.3	234
tt0010168	5.4	24
tt0010176	6.1	11
tt0010178	5.7	40
tt0010180	6.8	111
tt0010181	5.9	63
tt0010183	5.3	24
tt0010186	3.9	27
tt0010189	6.1	23
tt0010190	6.5	25
tt0010193	6.0	723
tt0010195	6.8	291
tt0010198	4.5	72
tt0010199	4.4	37
tt0010200	3.7	37
tt0010201	6.0	43
tt0010203	7.1	76
tt0010206	6.6	112
tt0010208	5.6	703
tt0010209	6.2	19
tt0010214	4.3	34
tt0010215	7.0	30
tt0010219	4.8	399
tt0010221	6.0	803
tt0010225	5.3	11
tt0010227	6.4	550
tt0010229	5.7	23
tt0010233	5.6	140
tt0010239	7.2	16
tt0010244	7.3	41
tt0010247	7.1	1381
tt0010248	6.1	54
tt0010249	5.8	28
tt0010255	6.3	87
tt0010256	6.8	20
tt0010258	6.3	703
tt0010259	6.6	40
tt0010265	5.6	16
tt0010267	6.7	997
tt0010271	5.2	16
tt0010276	5.3	21
tt0010279	5.6	164
tt0010281	6.8	1460
tt0010284	5.2	12
tt0010292	6.4	22
tt0010298	7.2	163
tt0010307	7.7	1740
tt0010311	5.8	101
tt0010313	5.5	34
tt0010315	6.7	33
tt0010316	6.1	44
tt0010319	1.0	17
tt0010321	6.1	478
tt0010322	5.0	95
tt0010323	8.0	62444
tt0010325	5.2	23
tt0010328	6.2	70
tt0010330	7.0	58
tt0010331	6.6	22
tt0010337	4.4	17
tt0010352	5.3	24
tt0010356	6.0	59
tt0010357	6.0	43
tt0010358	5.9	29
tt0010375	6.8	56
tt0010382	6.4	45
tt0010383	6.4	11
tt0010386	6.2	121
tt0010391	6.8	260
tt0010402	6.4	75
tt0010404	6.4	19
tt0010408	3.5	26
tt0010418	7.0	1858
tt0010419	6.6	23
tt0010422	5.7	18
tt0010428	4.8	23
tt0010432	1.3	25
tt0010435	6.1	381
tt0010438	4.6	65
tt0010444	6.4	21
tt0010446	5.9	143
tt0010456	5.9	204
tt0010466	6.8	246
tt0010469	5.6	15
tt0010470	4.8	16
tt0010472	4.2	43
tt0010476	6.1	29
tt0010483	7.3	19
tt0010484	7.1	205
tt0010490	6.6	36
tt0010495	4.2	15
tt0010497	5.1	14
tt0010499	6.8	25
tt0010501	6.0	19
tt0010502	6.4	17
tt0010505	6.0	15
tt0010506	5.1	101
tt0010507	6.8	16
tt0010508	6.2	208
tt0010515	5.8	16
tt0010516	6.7	64
tt0010522	5.4	141
tt0010532	7.8	19
tt0010533	5.8	127
tt0010534	5.5	41
tt0010540	7.1	49
tt0010541	6.7	33
tt0010544	4.1	61
tt0010548	6.8	32
tt0010552	6.2	85
tt0010558	5.1	21
tt0010559	6.4	185
tt0010562	6.9	21
tt0010565	6.7	18
tt0010566	7.2	36
tt0010570	6.7	16
tt0010571	6.8	12
tt0010596	5.7	14
tt0010598	6.6	948
tt0010600	7.4	2053
tt0010610	5.1	35
tt0010612	6.2	18
tt0010616	6.6	78
tt0010622	6.8	14
tt0010628	4.6	56
tt0010629	3.8	45
tt0010630	5.9	20
tt0010632	5.3	233
tt0010635	5.7	633
tt0010640	3.9	47
tt0010641	6.5	30
tt0010648	4.7	40
tt0010651	6.6	14
tt0010654	4.1	18
tt0010656	5.6	284
tt0010662	5.3	460
tt0010668	4.9	18
tt0010674	6.5	34
tt0010680	6.3	270
tt0010690	5.9	18
tt0010692	7.7	12
tt0010694	6.8	26
tt0010703	6.4	38
tt0010708	5.6	31
tt0010715	6.1	20
tt0010719	7.0	14
tt0010720	5.0	10
tt0010726	6.5	1254
tt0010729	5.9	26
tt0010732	5.9	207
tt0010733	6.9	21
tt0010747	6.7	3008
tt0010754	6.5	50
tt0010755	6.9	234
tt0010757	7.3	274
tt0010764	6.8	21
tt0010766	7.4	33
tt0010767	6.8	52
tt0010781	3.5	21
tt0010791	6.4	88
tt0010793	7.0	20
tt0010795	7.0	39
tt0010799	6.1	11
tt0010806	6.9	1799
tt0010813	7.8	11
tt0010821	6.5	553
tt0010822	6.1	25
tt0010827	7.8	14
tt0010844	6.5	406
tt0010847	6.2	27
tt0010849	6.6	27
tt0010853	6.6	196
tt0010859	6.1	49
tt0010865	7.1	17
tt0010871	4.7	32
tt0010874	6.0	42
tt0010879	6.9	889
tt0010890	6.4	420
tt0010892	6.3	17
tt0010900	2.2	20
tt0010905	8.3	40
tt0010915	6.5	23
tt0010920	6.3	28
tt0010925	5.6	774
tt0010930	6.4	527
tt0010940	4.7	16
tt0010941	5.3	17
tt0010942	4.2	17
tt0010943	3.4	35
tt0010947	6.7	61
tt0010949	1.8	23
tt0010950	4.8	21
tt0010953	6.2	191
tt0010954	5.3	19
tt0010958	6.4	37
tt0010960	3.7	14
tt0010961	3.3	13
tt0010962	6.4	693
tt0010964	7.7	155
tt0010965	5.1	35
tt0010967	5.5	19
tt0010968	4.2	18
tt0010969	6.7	390
tt0010978	5.3	12
tt0010987	6.3	43
tt0010994	6.7	22
tt0011000	6.6	1264
tt0011001	6.2	16
tt0011002	6.2	11
tt0011011	4.8	23
tt0011012	5.3	26
tt0011016	5.4	21
tt0011018	6.8	50
tt0011024	5.4	22
tt0011025	5.3	19
tt0011031	6.1	76
tt0011036	5.8	24
tt0011042	6.3	18
tt0011045	6.2	9
tt0011055	5.8	76
tt0011058	6.2	121
tt0011063	6.6	112
tt0011069	5.1	24
tt0011070	6.9	49
tt0011071	7.1	3104
tt0011073	6.5	26
tt0011076	5.9	61
tt0011078	5.9	71
tt0011079	6.2	21
tt0011087	5.4	16
tt0011089	3.6	17
tt0011091	5.2	17
tt0011093	6.0	40
tt0011094	5.6	28
tt0011098	6.7	18
tt0011108	3.8	10
tt0011110	6.9	12
tt0011112	3.7	19
tt0011114	5.8	31
tt0011117	7.3	86
tt0011118	5.8	17
tt0011123	5.6	91
tt0011124	4.2	7
tt0011126	4.0	15
tt0011127	6.8	30
tt0011128	6.3	136
tt0011129	4.9	38
tt0011130	6.9	5366
tt0011131	5.4	168
tt0011133	6.9	18
tt0011135	4.2	17
tt0011136	4.8	68
tt0011137	5.0	22
tt0011144	6.8	1495
tt0011148	2.3	27
tt0011149	1.8	12
tt0011151	5.2	14
tt0011154	4.7	18
tt0011157	6.4	923
tt0011163	5.8	56
tt0011170	5.9	21
tt0011172	5.6	23
tt0011173	6.2	150
tt0011174	6.9	30
tt0011179	8.0	7
tt0011191	6.4	19
tt0011193	6.5	368
tt0011195	7.2	10
tt0011197	4.8	16
tt0011204	3.5	14
tt0011205	6.7	52
tt0011208	7.0	10
tt0011211	5.9	24
tt0011216	6.9	31
tt0011217	6.2	419
tt0011221	5.9	1013
tt0011222	6.3	13
tt0011223	6.6	931
tt0011224	5.3	27
tt0011228	3.0	54
tt0011232	4.6	15
tt0011234	4.2	30
tt0011237	7.2	7580
tt0011238	5.7	19
tt0011239	4.2	11
tt0011241	3.3	31
tt0011243	4.1	15
tt0011246	4.6	17
tt0011253	5.8	74
tt0011254	5.6	13
tt0011256	5.4	30
tt0011257	5.4	19
tt0011263	6.6	1293
tt0011265	4.9	19
tt0011267	5.2	296
tt0011273	5.2	16
tt0011277	7.3	84
tt0011280	5.1	12
tt0011281	3.0	14
tt0011284	6.3	42
tt0011288	4.2	13
tt0011291	5.1	17
tt0011293	6.9	1207
tt0011294	7.1	197
tt0011298	4.4	53
tt0011301	5.6	15
tt0011302	6.9	234
tt0011303	5.6	24
tt0011309	4.0	39
tt0011313	6.6	100
tt0011317	6.2	188
tt0011318	3.5	30
tt0011324	5.5	119
tt0011325	6.4	18
tt0011327	6.6	19
tt0011336	4.9	31
tt0011339	5.4	20
tt0011344	6.4	167
tt0011348	6.6	146
tt0011350	5.8	23
tt0011353	5.9	16
tt0011358	6.6	420
tt0011361	5.6	9
tt0011362	6.2	183
tt0011365	5.2	20
tt0011368	6.4	49
tt0011369	6.8	120
tt0011370	6.9	434
tt0011371	6.4	333
tt0011385	4.6	14
tt0011387	6.7	1274
tt0011393	5.3	95
tt0011394	6.8	50
tt0011396	5.8	47
tt0011401	6.1	100
tt0011413	4.1	29
tt0011414	5.6	164
tt0011415	6.0	159
tt0011419	4.5	16
tt0011421	2.5	41
tt0011428	6.0	36
tt0011431	4.2	13
tt0011433	3.2	35
tt0011435	4.4	18
tt0011439	7.1	2504
tt0011440	6.5	236
tt0011450	7.2	23
tt0011454	6.0	11
tt0011459	5.8	39
tt0011462	6.6	16
tt0011470	1.6	19
tt0011471	4.8	17
tt0011474	6.6	182
tt0011481	6.0	39
tt0011487	4.2	21
tt0011489	5.8	14
tt0011495	4.5	25
tt0011499	7.1	125
tt0011502	5.3	10
tt0011506	4.6	15
tt0011507	5.5	17
tt0011508	7.6	4147
tt0011513	5.7	263
tt0011520	2.5	21
tt0011521	6.9	1119
tt0011522	6.6	77
tt0011525	6.2	67
tt0011530	6.1	30
tt0011533	5.2	16
tt0011534	6.4	36
tt0011541	8.1	7961
tt0011545	5.7	461
tt0011548	6.2	186
tt0011549	3.9	23
tt0011565	7.4	2374
tt0011568	5.7	44
tt0011569	5.4	8
tt0011571	5.1	22
tt0011575	5.7	67
tt0011577	4.9	22
tt0011587	3.7	15
tt0011588	6.4	449
tt0011594	5.9	23
tt0011598	4.6	18
tt0011603	3.1	51
tt0011604	5.6	19
tt0011607	7.1	1308
tt0011612	5.9	35
tt0011617	5.9	39
tt0011619	6.8	67
tt0011623	6.0	178
tt0011624	5.2	58
tt0011626	3.4	13
tt0011633	6.6	11
tt0011635	4.9	42
tt0011636	3.0	9
tt0011637	4.4	15
tt0011641	6.4	205
tt0011647	5.7	154
tt0011649	6.2	68
tt0011650	6.8	15
tt0011651	7.0	61
tt0011652	6.1	1566
tt0011654	6.8	86
tt0011656	7.8	4073
tt0011662	5.8	33
tt0011667	5.4	24
tt0011676	7.0	72
tt0011679	5.9	310
tt0011680	5.8	6
tt0011687	6.8	12
tt0011689	4.3	14
tt0011691	5.3	20
tt0011692	4.9	30
tt0011693	5.4	22
tt0011694	6.3	19
tt0011695	5.8	25
tt0011714	6.0	12
tt0011716	5.9	623
tt0011717	5.6	111
tt0011721	7.0	138
tt0011722	5.5	271
tt0011723	6.2	943
tt0011731	3.7	21
tt0011735	6.6	28
tt0011738	5.9	23
tt0011741	6.3	261
tt0011742	6.0	731
tt0011753	5.3	223
tt0011756	6.7	30
tt0011757	6.4	24
tt0011758	5.5	22
tt0011761	4.0	12
tt0011763	6.4	11
tt0011765	6.5	18
tt0011768	5.0	16
tt0011771	5.1	27
tt0011779	6.3	232
tt0011785	7.0	51
tt0011793	4.4	17
tt0011797	6.8	26
tt0011805	4.2	21
tt0011807	3.6	37
tt0011808	4.5	73
tt0011812	4.5	17
tt0011816	5.2	23
tt0011830	5.7	61
tt0011833	6.9	514
tt0011837	6.0	477
tt0011839	3.8	9
tt0011841	7.4	5455
tt0011845	6.5	15
tt0011848	6.6	103
tt0011849	6.9	20
tt0011855	6.6	29
tt0011858	4.9	18
tt0011860	5.0	19
tt0011865	6.7	1438
tt0011866	4.8	23
tt0011870	6.4	3095
tt0011874	6.7	57
tt0011877	6.2	34
tt0011880	6.4	18
tt0011881	5.6	57
tt0011886	7.3	23
tt0011890	5.6	17
tt0011898	3.3	10
tt0011901	7.4	9
tt0011904	6.8	1234
tt0011906	5.1	50
tt0011907	4.4	14
tt0011908	5.9	136
tt0011909	6.6	1300
tt0011912	6.2	12
tt0011914	6.7	15
tt0011916	6.0	97
tt0011918	6.2	14
tt0011922	6.6	775
tt0011923	5.7	14
tt0011925	5.3	37
tt0011927	6.4	15
tt0011929	6.9	39
tt0011935	4.8	16
tt0011938	5.9	33
tt0011939	4.5	26
tt0011942	6.9	58
tt0011944	5.1	20
tt0011948	6.8	434
tt0011949	6.0	65
tt0011950	6.9	16
tt0011952	7.0	21
tt0011953	4.9	50
tt0011956	6.2	17
tt0011958	6.8	65
tt0011960	6.9	1180
tt0011966	7.0	14
tt0011968	4.4	51
tt0011969	7.0	13
tt0011973	5.8	23
tt0011977	6.7	17
tt0011979	6.7	599
tt0011980	6.8	22
tt0011982	8.0	10
tt0011984	7.1	3226
tt0011988	5.2	49
tt0011990	6.8	40
tt0011998	7.0	45
tt0011999	6.2	97
tt0012006	7.4	40
tt0012008	7.1	12
tt0012016	6.0	188
tt0012017	6.7	52
tt0012023	7.0	34
tt0012027	6.5	992
tt0012028	1.6	16
tt0012045	5.8	15
tt0012048	6.5	13
tt0012067	7.0	42
tt0012068	6.8	462
tt0012071	5.4	14
tt0012077	7.2	16
tt0012079	6.8	24
tt0012087	6.9	44
tt0012091	5.8	12
tt0012092	6.6	43
tt0012096	5.6	33
tt0012102	4.1	50
tt0012104	6.5	14
tt0012105	5.5	19
tt0012107	6.2	66
tt0012109	6.1	25
tt0012111	6.8	29
tt0012114	6.6	19
tt0012117	6.1	25
tt0012118	5.6	16
tt0012122	5.5	185
tt0012123	6.8	429
tt0012125	6.5	129
tt0012134	7.0	442
tt0012136	6.3	302
tt0012137	5.2	12
tt0012153	6.1	43
tt0012159	4.9	19
tt0012164	6.7	19
tt0012168	6.2	13
tt0012174	7.0	51
tt0012175	6.3	316
tt0012181	7.3	55
tt0012187	6.5	167
tt0012189	4.6	24
tt0012190	7.2	3338
tt0012192	5.0	37
tt0012194	3.8	51
tt0012202	7.0	18
tt0012205	5.9	33
tt0012219	5.5	16
tt0012224	7.7	4292
tt0012226	5.9	23
tt0012227	5.3	30
tt0012235	7.0	7
tt0012238	6.0	22
tt0012248	7.0	55
tt0012249	7.0	466
tt0012253	7.0	2252
tt0012255	7.0	3070
tt0012273	6.2	24
tt0012278	7.6	3040
tt0012281	6.8	270
tt0012284	6.5	29
tt0012285	5.2	17
tt0012293	6.5	48
tt0012297	9.4	25
tt0012298	7.1	23
tt0012303	6.2	778
tt0012304	7.3	3748
tt0012305	6.6	24
tt0012313	6.7	357
tt0012314	6.7	315
tt0012317	6.9	16
tt0012320	7.0	292
tt0012322	5.8	18
tt0012328	5.1	45
tt0012329	6.4	17
tt0012334	6.7	252
tt0012337	6.8	9
tt0012342	6.3	13
tt0012344	5.9	15
tt0012347	5.8	246
tt0012349	8.3	124270
tt0012350	6.5	23
tt0012352	6.4	25
tt0012358	4.3	8
tt0012362	6.3	7
tt0012364	8.0	12238
tt0012365	5.2	79
tt0012366	6.9	63
tt0012368	5.8	32
tt0012369	7.8	23
tt0012375	3.9	9
tt0012376	6.4	13
tt0012380	5.5	13
tt0012382	6.1	316
tt0012397	6.8	327
tt0012398	6.9	57
tt0012405	5.4	56
tt0012406	7.1	47
tt0012408	6.4	376
tt0012409	6.6	110
tt0012410	6.9	19
tt0012416	7.5	23
tt0012422	7.0	72
tt0012427	6.6	19
tt0012434	5.5	26
tt0012436	6.8	67
tt0012439	6.2	34
tt0012445	5.1	18
tt0012453	6.6	12
tt0012456	4.5	25
tt0012465	6.8	373
tt0012467	6.5	181
tt0012468	6.4	64
tt0012471	6.5	20
tt0012472	6.4	47
tt0012476	5.9	16
tt0012484	5.8	55
tt0012486	6.1	279
tt0012490	5.1	21
tt0012492	6.6	38
tt0012494	7.6	5985
tt0012496	5.2	13
tt0012497	5.3	13
tt0012499	7.5	1831
tt0012505	5.8	16
tt0012512	6.7	825
tt0012513	6.5	265
tt0012514	5.1	22
tt0012520	6.0	32
tt0012529	6.0	26
tt0012532	7.3	5130
tt0012538	6.6	596
tt0012541	6.2	15
tt0012543	6.9	2931
tt0012547	7.5	7
tt0012548	6.0	20
tt0012555	6.4	17
tt0012562	6.2	14
tt0012563	6.3	88
tt0012565	6.2	46
tt0012570	7.5	4129
tt0012581	4.3	19
tt0012583	6.9	10
tt0012591	6.7	37
tt0012600	7.1	63
tt0012618	6.3	68
tt0012619	5.3	19
tt0012620	5.6	1347
tt0012622	4.9	22
tt0012623	9.6	11
tt0012627	5.8	52
tt0012631	6.6	187
tt0012636	7.0	12
tt0012642	6.8	1117
tt0012645	6.6	149
tt0012646	5.8	252
tt0012650	6.4	254
tt0012651	6.1	1847
tt0012657	6.4	106
tt0012664	5.5	17
tt0012675	6.2	3381
tt0012682	5.1	15
tt0012684	4.8	28
tt0012685	4.8	23
tt0012689	5.5	31
tt0012695	2.9	28
tt0012696	6.0	13
tt0012699	6.0	144
tt0012701	6.4	69
tt0012710	6.7	9
tt0012716	6.0	19
tt0012724	4.2	10
tt0012725	5.0	15
tt0012728	7.4	18
tt0012730	5.8	19
tt0012734	4.5	59
tt0012739	4.7	44
tt0012740	5.6	68
tt0012745	6.7	166
tt0012746	1.0	25
tt0012747	6.5	20
tt0012752	6.9	1019
tt0012754	6.8	48
tt0012755	6.8	190
tt0012763	7.1	1862
tt0012769	5.8	181
tt0012771	5.9	37
tt0012772	1.6	16
tt0012775	5.7	33
tt0012778	5.4	8
tt0012788	6.6	19
tt0012790	6.2	15
tt0012794	5.7	51
tt0012806	5.9	464
tt0012807	4.2	25
tt0012814	5.8	42
tt0012815	6.9	17
tt0012818	4.3	42
tt0012827	6.1	53
tt0012830	6.2	22
tt0012836	6.2	39
tt0012838	5.4	23
tt0012839	6.2	70
tt0012843	6.0	54
tt0012855	7.1	15
tt0012856	5.2	14
tt0012862	5.1	22
tt0012864	5.4	15
tt0012868	6.8	23
tt0012872	8.2	7
tt0012873	7.1	17
tt0012875	4.7	15
tt0012877	4.6	22
tt0012879	7.9	52
tt0012880	6.0	9
tt0012881	6.6	27
tt0012885	5.9	20
tt0012890	6.7	14
tt0012891	4.2	15
tt0012894	5.6	22
tt0012898	4.4	23
tt0012917	6.8	52
tt0012919	6.7	8
tt0012920	5.1	18
tt0012926	7.1	42
tt0012928	6.3	837
tt0012933	6.8	16
tt0012937	6.7	17
tt0012938	6.7	2334
tt0012940	5.8	90
tt0012945	6.9	2665
tt0012948	6.0	17
tt0012949	6.2	57
tt0012952	6.4	1382
tt0012958	6.4	60
tt0012960	3.0	19
tt0012961	2.0	19
tt0012966	3.8	18
tt0012973	6.9	697
tt0012975	6.0	285
tt0012980	4.7	19
tt0012985	6.5	105
tt0012990	6.3	10
tt0012997	5.8	29
tt0012998	3.6	22
tt0012999	4.7	11
tt0013000	6.8	14
tt0013014	5.5	421
tt0013015	7.0	11
tt0013022	6.2	23
tt0013024	5.7	18
tt0013025	7.6	6227
tt0013033	7.0	397
tt0013034	1.4	23
tt0013046	5.4	13
tt0013051	4.7	25
tt0013055	6.9	2380
tt0013059	6.3	462
tt0013071	2.6	19
tt0013075	7.1	1483
tt0013076	6.2	20
tt0013078	6.3	24
tt0013084	6.6	25
tt0013085	6.1	371
tt0013086	7.8	8298
tt0013088	6.6	65
tt0013091	6.6	24
tt0013093	7.1	21
tt0013095	4.7	20
tt0013096	5.7	84
tt0013099	7.2	2748
tt0013107	5.1	18
tt0013109	7.2	15
